OID_	CID	SGG_NM	POINT_X	POINT_Y
566	0	 	127.0672997	37.39229867
567	0	 	127.0783827	37.38060327
568	0	 	127.1570723	37.38250141
569	0	 	127.1322739	37.35308885
570	0	 	127.109772	37.39070045
571	0	 	127.113735	37.38357984
572	0	 	127.0637749	37.36232033
573	0	 	127.0960125	37.38006055
574	0	 	127.052135	37.39156174
575	0	 	127.1380293	37.38952005
576	0	 	127.0931731	37.36720519
577	0	 	127.1232721	37.40881561
578	0	 	127.1583051	37.3963321
579	0	 	127.1252938	37.36750073
580	0	 	127.045917	37.37663194
581	0	 	127.0745379	37.38514117
582	0	 	127.0861575	37.37948178
583	0	 	127.098856	37.41549057
584	0	 	127.119741	37.45890802
585	0	 	127.0987218	37.44502183
586	0	 	127.1554255	37.45443748
587	0	 	127.1284376	37.43451859
588	0	 	127.0675256	37.406868
589	0	 	127.0694106	37.40902137
590	0	 	127.11339	37.43037829
591	0	 	127.0908872	37.42905257
592	0	 	127.1128366	37.4554404
593	0	 	127.130509	37.44335584
594	0	 	127.0740891	37.43941959
595	0	 	127.0634017	37.4184592
596	0	 	127.0710803	37.4019727
597	0	 	127.0795606	37.41676134
598	0	 	127.0549941	37.4238897
599	0	 	127.092683	37.45201216
600	0	 	127.1042856	37.45475036
601	0	 	127.0810427	37.40110776
602	0	 	127.1002154	37.41990215
603	0	 	127.1636495	37.45839918
604	0	 	127.1226021	37.45550851
605	0	 	127.0781701	37.4408778
606	0	 	127.1092766	37.44197017
607	0	 	127.1549779	37.44871726
608	0	 	127.0751599	37.42843764
609	0	 	127.0927387	37.4264872
610	0	 	127.1027154	37.4309778
611	0	 	127.1380306	37.4563738
612	0	 	127.0913025	37.40618845
613	0	 	127.1000881	37.40886613
614	0	 	127.1739613	37.44485802
615	0	 	127.1679203	37.44552323
616	0	 	127.1267359	37.42102308
617	0	 	127.1252807	37.4273517
618	0	 	127.1739125	37.42469863
619	0	 	127.1421943	37.4312131
620	0	 	127.1496723	37.42209894
621	0	 	127.186995	37.44038005
622	0	 	127.1603951	37.43969001
623	0	 	127.1772148	37.42377387
624	0	 	127.1281663	37.4284457
625	0	 	127.1798753	37.4256211
626	0	 	127.1941955	37.44310228
627	0	 	127.1581906	37.43555536
628	0	 	127.1885702	37.44453934
629	0	 	127.1890099	37.43308345
630	0	 	127.172921	37.42505245
631	0	 	127.1661707	37.41126248
632	0	 	127.1285443	37.4213643
633	0	 	127.1597743	37.43504696
634	0	 	127.1491694	37.41796438
635	0	 	127.1736055	37.43600727
636	0	 	127.180819	37.43518479
637	0	 	127.1433278	37.42882219
638	0	 	127.1453693	37.42801603
639	0	 	127.1806209	37.43906995
640	0	 	127.1920627	37.44345783
641	0	 	127.1689293	37.45107917
642	0	 	127.1630315	37.4500001
643	0	 	127.1739333	37.41287341
644	0	 	127.1842346	37.43310896
645	0	 	127.1889548	37.42807297
646	0	 	127.1747173	37.44804904
647	0	 	127.1460112	37.42462719
648	0	 	127.1261938	37.42676569
649	0	 	127.1888624	37.4252206
650	0	 	126.9639087	37.2812133
651	0	 	126.9795803	37.28119824
652	0	 	127.0379319	37.25242737
653	0	 	126.9872487	37.2482527
654	0	 	126.9558012	37.26364557
655	0	 	127.0114521	37.24497319
656	0	 	126.9758986	37.28308138
657	0	 	126.9922313	37.27409875
658	0	 	126.9955375	37.26045877
659	0	 	127.0290733	37.25546501
660	0	 	126.9976423	37.26329902
661	0	 	126.9387033	37.26678695
662	0	 	127.0117105	37.23464678
663	0	 	126.9806863	37.23706734
664	0	 	127.0280959	37.23158429
665	0	 	126.9671001	37.28225621
666	0	 	126.9320628	37.27231194
667	0	 	126.9575252	37.28326734
668	0	 	126.935924	37.26180703
669	0	 	127.0022157	37.24377031
670	0	 	126.9837007	37.25164738
671	0	 	126.9633777	37.276417
672	0	 	127.0329934	37.25698853
673	0	 	127.0159852	37.24116887
674	0	 	127.037335	37.23783903
675	0	 	126.9399823	37.28490304
676	0	 	126.9904478	37.25900182
677	0	 	126.9764525	37.28237801
678	0	 	126.9371201	37.26486383
679	0	 	126.9960792	37.23720499
680	0	 	126.992739	37.27081643
681	0	 	126.9693666	37.24030091
682	0	 	126.9849519	37.23243089
683	0	 	127.0263287	37.25844373
684	0	 	127.0242992	37.25569899
685	0	 	126.930405	37.26956988
686	0	 	126.9645059	37.2780745
687	0	 	126.9539151	37.27152534
688	0	 	127.0275487	37.23408558
689	0	 	126.9725137	37.27825177
690	0	 	126.9811234	37.26433721
691	0	 	126.9712142	37.2595825
692	0	 	127.0219497	37.23085246
693	0	 	126.9555226	37.2845361
694	0	 	127.0134925	37.23548771
695	0	 	126.9930096	37.26938794
696	0	 	127.0272211	37.24781279
697	0	 	127.012738	37.2273578
698	0	 	127.0665962	37.24942208
699	0	 	127.0749199	37.25626606
700	0	 	127.0439623	37.26205978
701	0	 	127.0554319	37.2397812
702	0	 	127.0513484	37.236868
703	0	 	127.0615816	37.29302703
704	0	 	127.0570839	37.30772832
705	0	 	127.0473108	37.26290289
706	0	 	127.0612449	37.29347903
707	0	 	127.0625312	37.29189205
708	0	 	127.0647428	37.25539011
709	0	 	127.0666363	37.26895573
710	0	 	127.0476217	37.24734476
711	0	 	127.0839679	37.29263914
712	0	 	127.0872757	37.29311843
713	0	 	127.0399734	37.31058163
714	0	 	127.0401328	37.28502859
715	0	 	127.0505272	37.30187988
716	0	 	127.0565722	37.3017303
717	0	 	127.0497813	37.24559596
718	0	 	127.0509931	37.24467002
719	0	 	127.0692498	37.24766517
720	0	 	127.0798213	37.28662924
721	0	 	127.0781669	37.25408622
722	0	 	127.0600067	37.26729406
723	0	 	127.0684168	37.28934513
724	0	 	127.0601925	37.28954896
725	0	 	127.038507	37.26021555
726	0	 	127.0551549	37.28672025
727	0	 	127.0716088	37.28049444
728	0	 	127.0418742	37.25874562
729	0	 	127.0400969	37.26057737
730	0	 	127.0634476	37.27518672
731	0	 	127.0833548	37.29743889
732	0	 	127.0729433	37.29306474
733	0	 	127.0629191	37.24830195
734	0	 	127.038716	37.27196713
735	0	 	127.0632616	37.25312303
736	0	 	127.0631536	37.29504784
737	0	 	127.0609858	37.29375363
738	0	 	127.0380897	37.27143097
739	0	 	127.0674235	37.2483537
740	0	 	127.0753654	37.25795114
741	0	 	127.0763235	37.26086053
742	0	 	127.0461079	37.2683292
743	0	 	127.0518454	37.25269845
744	0	 	127.0434586	37.28784276
745	0	 	127.0831092	37.29333793
746	0	 	127.0344777	37.31026321
747	0	 	127.0820425	37.28916681
748	0	 	127.0601963	37.28748448
749	0	 	127.0469771	37.26924078
750	0	 	127.0435546	37.25143825
751	0	 	127.0718537	37.2611198
752	0	 	127.0508345	37.29337448
753	0	 	127.0588412	37.2420574
754	0	 	127.0510509	37.27651951
755	0	 	127.0465351	37.26315256
756	0	 	127.0545676	37.23243881
757	0	 	127.0395697	37.30915005
758	0	 	126.9727062	37.31495619
759	0	 	127.0197524	37.33013092
760	0	 	127.0285683	37.34544585
761	0	 	127.0134051	37.28844517
762	0	 	127.0013129	37.30517967
763	0	 	126.9686084	37.30303701
764	0	 	127.0232915	37.34114056
765	0	 	127.0197993	37.29216055
766	0	 	126.9876928	37.29764671
767	0	 	127.0214638	37.30921733
768	0	 	127.0118693	37.33642863
769	0	 	126.9698869	37.3053998
770	0	 	127.0015687	37.31871156
771	0	 	126.9959448	37.2886158
772	0	 	127.0138836	37.32792001
773	0	 	127.0137714	37.32355052
774	0	 	126.990771	37.30137252
775	0	 	127.0064655	37.29128139
776	0	 	127.0164789	37.32797164
777	0	 	127.015964	37.32864896
778	0	 	126.989897	37.3110839
